,tweet,subtask_a
4732, i have him in  leagues and he is probably getting a lifetime ban,NOT
4733, liberals anderson cooper is gay which by default means he can never do wrong also liberals trump jr is a pos because of who is dad is,OFF
4734, hello twin let ke correcting your typoness our group name is gidle in case you are too lazy to use  or   you can use idle instead ,OFF
4735, i think he’s talking about the illegal immigrants and their drugs of society mostly liberals are the people funding the drug importation to this country,NOT
4736, one word antifa,NOT
4737, why do you take her side it’s been  years and no proof so because you are women and liberals you can’t think none of her story adds up this is a political setup to win,NOT
4738, aye nigga,OFF
4739, he is a professional liar,OFF
4740, you're a glutton for punishment you'll never see eye to eye with any blue wave drinker on this topic till you agree to ban all guns especially the scary ones,NOT
4741, you are too kind thanks debs,NOT
4742, these things happen from time time likely to be antifa or a group like that causing trouble as they have nothing better to do,NOT
4743, well done ,NOT
4744, freak “,NOT
4745, hey spartacus you forget about admitting doing the same thing that you and the liberals are accusing kavanaugh time for you to resign spartacus or is this more of you living the liberal mantra of “do as we say not as we do “ ,NOT
4746, she is absolutely amazing ,NOT
4747, how does helpmto buy help the homeless oh it doesn’t does it how does it help on low income oh it doesn’t in work poverty at an all time high how does it help them oh it doesn’t thanks for nothing,OFF
4748, you’re my forever favorite third wheeling ,NOT
4749, because you have paranoid and always spam omg she is  she is  she is  she is  and you spam to everyone that she is  and credit telltale in your every posts it's so fucking funny for me chill out no one cares that she's ,OFF
4750, the reason i give aguearo a slight edge above kane is because he is more creative they're both clinical finishers don't het me wrong,NOT
4751, he is waiting for the stone cutters to arrive excuse me mr stonecutter do you think this is my best side,NOT
4752, what numbers do you use where do your numbers come from why did you ignore the current theft from medicare is your ignoring the cost ignorance or deceit make liberals pay for  ,NOT
4753, he is ,NOT
4754, i think you are so in need of a dairy queen,NOT
4755,  i still got all my shits ,NOT
4756, you said that already are you already broken where do i go to return you so i can get a new generic retarded antifa supporter to laugh at,NOT
4757, yes you are ily ok,NOT
4758, djt amp gop maga only for old scared white men again making women property again,OFF
4759, better bring out antifa,NOT
4760, they won’t be the last ford supports them and levi’s has come out for gun control corporate america is going to take our country back,NOT
4761, the pope is satan incarnate,OFF
4762,i liked a video  manager tells man he needs to remove his maga hat | what would you do | wwyd,NOT
4763, are you really serious comparing some of the most prestigious positions in the nation with being a slave you just keep proving your ignorance amp inability for logical thought ,OFF
4764, this is a no brainer if she stands for what she says she does she has to vote against him if she is lying she deserves to be humiliated and defeated we will see if she played the pro choice caed to get elected or if she is just another goper kochsucker,OFF
4765,  for president ,NOT
4766, how about corrupt pr government officials,NOT
4767,maga sense is tingling ,NOT
4768, you are apiece of shit why would you kill that animal how is your mother,OFF
4769, bull crap,OFF
4770, here is  ,NOT
4771,antifa gets shot right in the nuts  phoenix  gas can  via now there's a challenge for a noscope kraber,NOT
4772, oh nancy i agree with you wholeheartedly i do not think i have ever hated anyone in my life like i feel about this man the fact that he is supposed to be our leader makes my stomach turn smh i have lost all respect for the gop completely that they sit back and allow this travesty,OFF
4773, he is still in the bathroom i really have to go,NOT
4774, look at his reaction at the  second mark what a contemptuous clown he is,OFF
4775, imagine having a “don’t tread on me” avi while simultaneously allowing both antifa and the police to tread on you,NOT
4776,kavanaugh accuser christine ford opens door to testifying next week looking forward to the book  ⁦,NOT
4777, cher is helping republican party by her unhinged rants,OFF
4778, gotta love when the uninformed point to venezuela as though it's the inevitable result of socialism socialism venezuela gun control chicago it's like watching a round of shitty jeopardy where no one knows a damn thing but they try to compete anyway logic trump,OFF
4779, no deal it is then if only the would grow a pair amp dump the appeaser ,NOT
4780, conservatives’ war on the press has gotten dangerous — and it’s only going to get worse ,NOT
4781, how is paying taxes optional tax evasion is a crime we have human rights laws and the a your opinion on this issue is preposterous gilliam is not anti a sensible gun control that would prevent mentally ill people like you from owning a gun is all we want,OFF
4782, i just saw a video that you are corrupting our government and from the evidence i just saw you are going to jail ,OFF
4783, i think its the hope for her abuser to get better that hits me she is so brave and strong to say she prays for him to see the light,NOT
4784, doesn’t the university of wisconsin have entrance requirements or do they take anyone rejected by other universities,NOT
4785, she's an absolute queen thank you for being the strong and emotionally passionate woman you are,NOT
4786, shocked news flash kev kern county has the highest murder rate in the state we need common sense gun control laws to protect the constituents in amp the nation from people who shouldn’t be allowed to own a gun ,NOT
4787, it is troubling to me that the top  trump haters are diane feinstein amp dick schumer the jewish hatred for this country amp conservatives amp israel is palpable i am embarrassed by them,NOT
4788, fuck a drug test,OFF
4789, twitter is very sneaky about censoring conservatives n various ways there definitely needs to be an investigation,NOT
4790, as someone who had never played spiderman  as a kid i want and tried it a year or  back and idk what kinda collective nostalgia people are on but those web swinging mechanics are busted as fuck and kinda trash,OFF
4791, it just hit me the fact that bey is always on her private yacht whenever she is on vacay sis will stay on the water where non of y’all can bother her,NOT
4792, i hope you would give your expert advice on the economic matters to the govt of pakistan even if you are not a member of the economic council positionposts don't matter one can serve the country without any position or post if one really wishes to do something for the country,NOT
4793, actually tyler had planned to cut angela after brett so she is just as clueless this 'showmance' and her being hated changed his mind,NOT
4794, well didn't james comey lie or does it only count of you are not fbi i thought under oath was under oath maybe i am wrong,NOT
4795, i love you ericyou are such a good person with a great sense of humor haven was my favorite,NOT
4796, show me who is saying that the alleged rape is her fault pretending that swathes of conservatives are blaming the victim for rape is a disgusting straw man,OFF
4797, that’s all i ever ask for tho ‍,NOT
4798,my heart is aches when i search kyla pristin she is happy now why haters wont let her be ,NOT
4799, liberals and conservatives judge eachother on the actions of their worst characters liberals have in large quantities showcased a blatant hypocrisy today that will allow more people to write their ideas off because of the hypocrisy,NOT
4800, she is amazing,NOT
4801, and he is out for game  he has played like  games in  years the team can no longer depend on him get somebody here that actually plays football games,NOT
4802, take your antiamerican crap somewhere else for senate ,OFF
4803, you mean the way hillary revictimized all of bills accusers,NOT
4804, another lying liberal many lying libtards will be exposed as they unclassifie documents the liberals will lie cheat and steal to try to bring our country down stop this antiamerican idiotic socialist movement vote republican in november trump ,OFF
4805, that’s righthe lies all day long and he is still terrible at itanyone else would have mastered it by nowhe’s definitely got hr,NOT
4806, you do when you are disconnected of social networks ,NOT
4807, now the leftist needs to condemn the violence of ,NOT
4808, did she have all her personal info hacked from using google,NOT
4809, the democommunists have allready destroyed america put men in a womens bathroom right to child molestors n child killers n illegals have more rights than americans if u think im wrong bill say something besides kissing liberals asses,OFF
4810, i can see how frustrating that is conservatives will always get more praise for humane policies because it isn't neccessarily expected of them,NOT
4811, bwaaaaa compared to whotrumpbwaaaaaaa compared to that corrupt demented lunatic she is a godsend,OFF
4812, are you lot trying to rival west ham for infighting amongst the fanbasethis is priceless though still not quite up there with west ham however nothing will beat the antifa entryist conspiracy theory,NOT
4813, open your eyes the nra only supports politicians that don’t care about gun control mostly republicans,NOT
4814, yes bitch ,OFF
4815, civilians also i'll admit its hard sometimes when helping grok  lol i've been called names i didn't even know existed example antifa grannies brokeback valor wth is that grok girl friend yep no shit things frauds will say thank you grok brother ,NOT
4816, throne  while sitting upsideup pinche yayay  ,NOT
4817, antifa to the rescue lol,NOT
4818, takes stand on  ,NOT
4819, she is a pathological liar,OFF
4820, great video by showing his appreciation for our military ,NOT
4821, lil girl we having an adult conversation so take your thin ass on somewhere ya dig,OFF
4822, and he is probably loaded he done cod for  years he had sponsors before that so it aint about money,NOT
4823, agreed if she is telling the truth and thats a mighty big if i was sexually assaulted over  years ago and remember everything about the incident everything,NOT
4824, agreed it’s not gun control they want  it’s people control without guns we are helpless and they know it our founders knew this too  ,OFF
4825, you've been rather quiet today i hope that you have spent some time thinking about your endgame with vlad i know you probably know this but you are very expendable to him when we take the country back what will you dohe will not be happy with you ponder this,NOT
4826, what a great day,NOT
4827, it's almost comical at this point,NOT
4828, i don't think you know what you're advocating for and you certainly don't know that saying what you said leads to a bunch of shit you probably wouldn't like whether that's what you meant or not,NOT
4829, got a point there if you are a person that just looks after yourself however i think if you look at nhssocial careemergency services wages compared to living costs you will see a different story,NOT
4830, antikavanaugh groups already spinning that he is guilty before any disclosures and due process aggressive tactics let’s see the all the spin from both left and right,NOT
4831, yea i been in a shitty mood too an the rain ain’t making it better,NOT
4832, i hope the fuck not,OFF
4833, it’s weird how conservatives sometimes get accused of lacking empathy,NOT
4834, it’s in my fuckbucket,OFF
4835, yes keep voting until the new reich in brussels get the result they want call another referendum and just see what happens go away liberals your finished,NOT
4836, again he is vocal about it because he believe that telling others one dream is very important  once you express your dream to others people will remember it and you can't escape it until you actaully can make it come true  after regaining her confidence ,NOT
4837, states kavanaugh will destroy any chance at federal gun control in our lifetime,NOT
4838, this is purely a move to block a nomination liberals said early on they would not vote for him this made up story is a slap in the face to all who were really sexually harassed it shows liberals really don’t care about any true victims power first,OFF
4839, thanks she is sweet very very timid skiddish scared of every sound so this hurricane isn't helping her adjust but today she started being playful,NOT
4840, could have been you if you didn’t stop taking molly and shit glad you changed and are still around absolutely sucks max passed such an amazing artist rip mac,OFF
4841, damn  you are a roll  bring it,NOT
4842, mmm you are so hot,OFF
4843,  many are getting arrested,NOT
4844, lmao conservatives lecturing about conspiracy theories that is funny,NOT
4845, i been seeing your tweets all week amp you are outta pocket ,NOT
4846, gun control doesn't stop violence either,NOT
4847, patriachy has harmed black men if anything antifa is just a social justice trash hotspot,NOT
4848, those liberals would have a story about jesus if he was running,NOT
4849, it’s not a right mind if it were they wouldn’t be conservatives,OFF
4850, damn i felt this shit why you so loud lol,OFF
4851,i love lau she is the cutest don't  me uwu,NOT
4852, getting exactly what they deserved,NOT
4853, common sense can't be bought or taughtyou either have it or you don't,NOT
4854, really it's okay to call for lynchings as long as you are a standup comic hmm,NOT
4855, anybody notice this  ,NOT
4856, is actually mentally ill when i was a kid she used to fill the nme and the face and all those mags with her vacuous drivel and now she is given the space in grown up world to do it courtesy the spineless pro eejits she is pathetic,NOT
4857, again for the hard of hearing an ar is an inanimate object an ar is not inherently evil gun control doesn't decrease gun violence armed citizens are less likely to become victims of mass shootings the holocaust was not prevented by banning ovens,OFF
4858, i think you made those liberals upset,NOT
4859, or in other words ignore a democratic vote as it didn't go the way i wanted,NOT
4860, what if knowing that abortion is at stake in november mobilizes pro life forces kavanaugh being denied makes it critical for conservatives to maintain the senate because most r seats are not up for election it could be a blessing,NOT
4861, if you look it up it will tell you how they did the study he is right,NOT
4862, another terrorist brought in by obumer,OFF
4863, good onebut he is entirely responsible for the fallout that will undermine the usa for years to come,NOT
4864, yes yes he is melanie’s boyfriend,NOT
4865,'s judicial philosophy on gun control is foolish and heartless ,NOT
4866, that's hilarious let those legalize pot so they can forget about their problems after  ,OFF
4867, you are no christian,NOT
4868,open borders will bring this to america dems are brainless vote red like your life depends on it because it does ,OFF
4869,  sweden's feminizing boys with genderless schools  via ,NOT
4870, he is revolting,NOT
4871, another illegal,OFF
4872, have become the party of “the sky is falling” and “we are all going to die” what a sad bunch,OFF
4873, it wasn’t that long ago it was taboo for the left to be involved in the military or weapons at allnow they all want to be military so they can say they are gun “experts” and push gun control,NOT
4874, bible says thou shalt not kill just curious where u stand on gun control if u want to be talk about baby killers theres no distinction in the bible about who or what gets killed,NOT
4875, the q is a photoshop qanon is for real though silly liberals tricks are for kids,OFF
4876, who cares who is deadlier are you antifa,NOT
4877, yes you are you’re just too blind to realize it,OFF
4878, antifa and uc berkeley like this ,NOT
4879, people like you are the greatest campaign tools conservatives have thanks for your service to the ,NOT
4880, djt you have to remember his daughter is married to am iranian and so he defends them at all costs he is a coward and a disgrace thank god for your dad or we would all be in a world of hurt,OFF
4881, we should all believe feinstein because she is so upstanding she would never hir a spy from china and employee them for over  years she needs to resign trader,NOT
4882, yeah it start with her being a blogger and all but somehow it turned into a murder fan fiction,OFF
4883, i love women like you we believe all women excluding one woman soonyi is  years old she is an adult but such a reaction is very significant it means hypocrisy,OFF
4884, he's going to need a pair of running shoes so he can look for work when he's sees we're not supporting his dumb ass movies anymore ‍,NOT
4885, he was drunk so she is equally if not more to blame,NOT
4886, tbh i only started recently but the only thing i don't like about mineta is how whiny he is,NOT
4887, liberals didn't want to hear from juanita broderick or keith ellison's accuser why not are they being ignored,NOT
4888, felon eric holder should be rotting in prison for his crimes ,NOT
4889, hate to say it but you got your sides mixed up how many people have been beaten up killed etc by farright radicals on the other hand antifa black lives matter etc,NOT
4890, ya know how many ppl have pot in their homes so fukn what the cops are trying to get their buddy off she is a murderer,OFF
4891, stop collins there is someone who will support woman dr cat london she is opposing collins and we can end the bs all she needs to do is clean out her desk and go home,NOT
4892, on no not roaming charges good charge all these foreign fuckers when they come here,OFF
4893, “my problem is the have taken us back to the ’s let’s have a debate about what’s happening today in the world of work and what we’re going to do about it” ,NOT
4894, he is quite ,NOT
4895, you are so right on this issue and democrats have been lying to the american people for to long lately it seems like there all going crazy in the head lol,OFF
4896, what manga you reading,NOT
4897, and liberals think guns are the problem ,OFF
4898, what gun control don't they have  even the smallest forces have policies in place for firearm use  i support gun control i can't hit my target wo it ,NOT
4899, awesome,NOT
4900, she is not friendly,NOT
4901, i also understand a lot of the followers are and aligned politically,NOT
4902, this is like fuckin cool   hold your horses  freckles ohhhjhhh god,NOT
4903, i would love to be able to afford a sexy french au pair  poor me ,NOT
4904, you are so full of shit a violent crime is down amp has been on the decline for decades b where gun crime is a problem it is a state amp local problem amp no so called common sense gun control law passed at the federal level will fix it you are clueless about this problem,OFF
4905, you are a definite follow oh,NOT
4906, doug flutie would be proud,NOT
4907, juan williams just called diamond and silk a minstrel show you know what to do,NOT
4908, i'm not in uncomefortbul miss williams is a great actor or she thinks she is miss williams is out of order in what she said to the ref rules apply even to miss williams but your turning it in to o as a women don't this bone that miss williams is out of order that's a stone wall,OFF
4909,analysis | devin nunes explains ‘antifa’ and ‘all of these riots’ ‘we’re winning’  the washington post ,NOT
4910, racist all she is my god less then  of population and cry more then other  put together trump doing a great job just cause he got white skin ya don't need hate on him over and over and over,OFF
4911, because she “is a woman” uhwasn’t her opponent a womannot getting your ill formed point here,NOT
4912,antipo is better than antifa,NOT
4913, seriously who's the dick that unfollowed,NOT
4914, hugs ,NOT
4915, antifa task force,NOT
4916, actually it’s liberals like waters and antifa who promote violence,OFF
4917, reading these commentsthis dear boy was burned alive and some are still talking about gun control my gosh people,OFF
4918, bravo down with cnn,NOT
4919, majority of daca from rd world countries are communistsactivistsantifaofaamp  incompatibles wuscultureampfelons by criminal violenceampparticipation in cult includes kill potusampdestroysovereignusausconstndem'y replace wmarxist threichnwo tyrannytreason,OFF
4920, and a whole lot more deadly than bump stock ,NOT
4921, richard cephalic is what he is its clinical,NOT
4922, crazy things liberals blame trump for  ,OFF
4923, i loved the house bunny and the remembering names voice was funny my family and i watch mom it’s great i’m a recovered addict or moderately recovered if you are one who counts pot lol it’s a very good show,NOT
4924, just sick of everything being politicized and everything being presented as rightwrong goodevil used to be liberals and conservatives were viewed as generally good people with different approaches to achieving the same goal now it's  us and them,NOT
4925, vs antifa i know who my money’s on but seriously this is such a stupid thing to do ,OFF
4926, i suggest that you get worser jobs as you are just what they don’t want you might of even been in the same office you might of been arguing with yourself your just both gay,OFF
4927, boo hoo shuyou are never on the right side of winning,NOT
4928, it’s all liberals have they are truly vile,NOT
4929, in  the conservatives cut annual funding to build social housing by £bn today theresa may announced an extra £bn to build social housing spread over the next  years so by  it’ll be a £bn cut since  instead of £bn no wonder there’s a housing crisis ,NOT
4930, let's play a game called spot the bot my guess is this account above,NOT
4931, he ran and hid after posting an ad about illegal border crossers as soon as cbc started their shouting racist it’s not racist and instead of standing up for what he believes he bailed the conservatives shouldn’t have picked him,OFF
4932, don't forget antifaand acornand that terrorist that obama palled  around with hahahahahhado you listen to your own malarkey,OFF
4933, but the frogs said it wasn't a muzzie terriorist attack,OFF
4934, she is not paid off look her up here on twitter they are being horrible to her,NOT
4935, democrats gave birth to antifa amp blm,NOT
4936, cool,NOT
4937, when gun control doesn't work will you support common sense knife control ,NOT
4938, can you imagine being married to that crazy b good god,OFF
4939, examples of the group newsletters we created on gun control in the usa in our groups of  we split into partners amp were each responsible for researching amp writing one of the  sections miss ross then helped to arrange our separate pieces to make one a sheet ,NOT
4940, liberals have to go in  as they are so over their heads poor leader and even poorer advisors,OFF
4941, the liberals have sunk to an all new lowhow tragic,NOT
4942, it appears you edited out a portion of antifa talk from the latest episode and i’d like to file a formal complaint,NOT
4943, well she is hot and lie with a smile  so yeah,NOT
4944, wow he is malloy ,NOT
4945, the term parasite has now been added to my list of fuck you terms which also includes the term widget,OFF
4946, i'm glad mia is feeling better,NOT
4947, they just all want to keep their corrupt amp cushioney jobs thry want to go back tobusiness as usual   i don't think so ,NOT
4948, lol a liberal trying to make other liberals sick what a maroon,NOT
4949, should careful all things will use to against him it's kind of a hit job by someone or a group that's interview was used to victimize him he should be careful to act from now on,NOT
4950, no one believes schumer dems don’t and nod with a wink happy to obstruct with lies swampers same thing and actual conservatives know it’s an actual lie and pray for the liars to receive god’s wrath how sad that truth and justice are dead,NOT
4951, choosing heartless politician over your ancestors country speaks volumes as to who you are,OFF
4952, my divorce everyone says we're not picking a side and then they all totally do trials of life are great indicators about the realness of people it sucks at first but then the after is great ,NOT
4953, sanctions used to be the action of last resort now its there weapon of first choice when was this taking account of this graph  from  amp ,NOT
4954, the right has the unique ability to create monsters out of thin air it legislation was even created to fight the phantom menance of antifacurrently in committee ,OFF
4955,must read delay the kavanaugh vote this senate is singularly illequipped to assess the allegations against trump’s supreme court nominee  via ,NOT
4956, teaching guide for public schools celebrates islam communists terrorists  promotes amp transgendersgt  ,OFF
4957, another demrun sanctuary city with strict gun control laws    the ultimate fail,NOT
4958, why should he the woman is lying according to everyone that went to school there except liberals who would say anything to get rid of him,NOT
4959, cutie connection is authentic ,NOT
4960, antifa are so said sjw and to be honest antifa isn't really about the same justice that a rider is,NOT
4961, you are something else,NOT
4962, go out like seinfeld and cancel the series while it's hot jk don't you fucking dare this better have a  issue plan,OFF
4963, she is good at this game just like u were a true super fan for sure she is focused thats why she is going to take this game i hope,NOT
4964, if you are looking for hard heads you only have to look at the republican congress,OFF
4965, really a sickening issue liberals are vicious,OFF
4966, call me a dog cause dam i got a bone for you nigga ,OFF
4967, kavanaugh needs to stop lying i believe this woman's account is credible and he is not going to be able to dodge it,OFF
4968, you two are nothing but attention seeking whores start talking about real issues such as racial injustice sensible gun control prison reform and other issues that important,OFF
4969, pretty much how the majority sees it,NOT
4970, and they say russia is the hackers hmmm,OFF
4971,huge qdrop dump today ,NOT
4972, he knows he dosen't have much time left before he is brought down,NOT
4973, the closer it gets to monday the louder the liberals will squeal,NOT
4974, ask what liberal policies ever quantifiably improved your life libs make big promises  warn doom re conservativesnone cometrue no lib agenda but neghate why use fear how help you usa doing great that helps vote for yourfamily life for good ,NOT
4975,cory booker and the democratic party of kkk's robert byrd   tw,NOT
4976, unfortunately both liberals and conservative parties  leaders and fringe parties no longer know what canadians really think they said they know  but that is house ping pong rhetoric  even the polls aren't reliable canadians starved for a clear strong visionmission ,NOT
4977, fashltthat's a give away phrase for types the genuine fascists who want to close down free speech this [ex]muslim nails the apologists who are really just providing cover for radical islam ,NOT
4978,ltgod's chosen leader my ass fuck christian conservativesgt baptist pastor brian kaylor claims sarah huckabee sanders lies to defend “god’s chosen leader” ,OFF
4979, this is 's first victory lap i'm up for the vote,NOT
4980, she is a wannabe hilary clinton can’t stand that woman and anything that the ndp stands for i believe that they are even more dangerous than the liberals,OFF
4981,here’s some more of what my opponent is “resisting” are you better off today than you were  years ago ,NOT
4982, u a bad bitch now lol,OFF
4983, he is over with the bola crowd according to the reaction he got from the first night of bola,NOT
4984, get out of my mentions i stand corrected,NOT
4985,chokes laughing so having considered the excellent work of the have decided that its such a carcrash and with no certainty over trading that they'll temporarily close their plant next year nichts ist haltbarer als eine temporäre lösung ,NOT
4986, yeah bitch we put him back in and beat your sorry asses the bears suck blew a  lead lmaoooo,OFF
4987, she is only saying that because she wants to win don’t vote for this fraud,NOT
4988, liberals without identity politics have nothing,NOT
4989, exactly fred guttenberg’s entire mission is for “gun control” amp feinstein will do anything for a dollar both are on a mission to change legislation in favor of taking guns from law abiding americans how is his whole stance not political,NOT
4990, now we know tesco's stance on gun control,NOT
4991, why are both eyes open if your aiming and you liberals want a war with conservatives  best of luck snowflake,NOT
4992, if he did wouldn’t this be the sort of thing liberals love don’t they hate all law enforcement,NOT
4993, hеy i am  years old i'm waiting for you hеre  ,NOT
4994, he is not allowed to do this he needs to be prosecuted,NOT
4995, can you elaborate why you think making tax cuts permanent is a bad idea,NOT
4996, what's doing detriment to this state and country is republicans who refuse to govern as the conservatives they campaign to be mcdaniel may have some flaws who doesn't but he's the kind of fighter we need some of us are sick of the losers the gop keeps giving us,OFF
4997, congratulation you are a pun master ,NOT
4998, his wittle feelwings are probably hurt 'cause he knows everything said by trump about bo's era is true,NOT
4999, you are not robin williams ,NOT
5000, picked the fuck up,OFF
5001, yesyou are exempted,NOT
5002, she picks some random conservative issues from us and try to force fit in indian narrative next might be gun control ,NOT
5003, antifa is expressly anti nazi is nunes identifying with nazis,NOT
5004, trump has no interest in caring the safety of the country he doesn’t care about gun control so far with all the shooting in the country he doesn’t care he is a selfish person everything is about him,OFF
5005, you are correct ,NOT
5006,just imagine the tyranny we’d be living under had these leftwing tryants waging war on us and our duly elected president and the american republic itself gained tyrannical control of the us supreme court the neocon’s crew was trying to deliver to them ,NOT
5007, liberals that think the world owes them a living,OFF
5008, i dont think soit would mean he is in trouble dont wish that on anyone isn't that where the cumm inn is at,OFF
5009, one can always tell when dr is not telling the truth his mouth is moving why on earth would anyone expect the not to cosy up to trump,NOT
5010, i cant even imagine it i think they would boot her off she is the craziest reality star of all time,NOT
5011,stocks record high  ,NOT
5012, and no one in their infinite wisdom couldn't predict this please,NOT
5013, i’m still bitter she deserved better,NOT
5014, believe all women even those who can't even offer any specific details these other women are liars i know liberals are hypocrites but try to stay consistent through at least one event,OFF
5015, that’s one way to look at it the other is that the charge is bullshit for almost everyone,OFF
5016, [l]iberals and conservatives are on average no more or less narcissistic compared to each other but the two political orientations are associated with different facets of  ,NOT
5017, fake news,NOT
5018, am i a professional no so your statement is irrelevant it’s not like hardy has done basically identical falls a million times or anything you clearly know nothing about this  bucks says he is perfectly fine orton wouldn’t have said what he said if he was hurt,NOT
5019, dude hasnt been sober a day since th grade idc what it is at this point he is broken,NOT
5020, as i’m watching it bentley kept looking at me he being crate trained again so we good for now he only allowed out to eat pee and shit and occasionally play time ‍,OFF
5021, best female tennis player ever arguably great player she is starting to age and become less unbeatable,NOT
5022, you liberals smhtweeting stupid shit trump order elimination of isis obama didn’tpeople think about how people r not murder now saved because we hav killed of isis,OFF
5023, you will be voted out all together you crazy bat,OFF
5024, false your intrusion on the constitutional rights of honest americans did nothing to curb violent crime gun control  violence against the lawabiding citizen,OFF
5025, he is one who should not own a gunsuch a lost soul—all he needs is jesus christ ,OFF
5026, no gun laws have prevented the violence in chicago or dc where laws are far more strict gun control laws lead to the deaths of innocent people who can’t protect themselves from criminals,NOT
5027, nigga we’re going next week,OFF
5028, maybe he can help the liberals with tds,NOT
5029, she is a bit skeptical her past relationships were rather challenging and she clearly has not the best experiences this is why she always wants to be sure ,NOT
5030,kamala harris interviewed by cbs this morning on 's character ,NOT
5031, you are too ,NOT
5032, some days you are louis winthorpe iii before he met ophelia ,NOT
5033, you’re just as far away behind the goals at hampden than you are at wembley there’s a lot of greeting faced people up here,NOT
5034, finally a administration that cares about its legal citizens,NOT
5035,i’ll make a pinned tweet when i get home but she is here,NOT
5036, —faints—,NOT
5037, was al gore nominated for supreme court judge you conservatives have some nerve,OFF
5038, got you,NOT
5039, this fluffy bastard ,OFF
5040, we play at connie’s on sat woo,NOT
5041, i cri evritiem,NOT
5042, beyond absurd ehat flavor koolaide is being dispensed at the water cooler ,NOT
5043, now comes the pain ,OFF
5044, this is why we follow each other such peace in my twitter avenue is amazing ,NOT
5045, or buy a gun amp open carry to exert coercive control over an entire town the open carry demonstrator who eventually stalked me absolutely had this dynamic i wrote about it for ,NOT
5046, i believe he is talented no matter what he performs it's hard to put him in a category what do you think,NOT
5047, you are awful,OFF
5048, why chairman of young conservatives whilst at oxford,NOT
5049, whatever your missing my point which is that he is not even reached his ceiling and not good enough for him he’s better than th best in the lg,NOT
5050, unless you are good with an accused rapist sitting on the highest bench in the land i'm sure your female constituents would love to hear you explain that away,OFF
5051, liberals go crazy over creationist's religious beliefs yet when useful for their own insanity disregard science there are  genders male amp female  this is a scientific fact a man doesn't chop off his breasts or have babies and where are the breastfeeding nazis for her cruelty,NOT
5052, didn’t she also say “ trump will never be president take it to the bank”,NOT
5053, probably all staged by liberals to block kavanaugh,NOT
5054, she should have gotten august off to let work on stuff at the pc it would have help her a lot,NOT
5055, hope he is able to stay in the league,NOT
5056, president donald j trump brings good will to all maga spygate nobel,NOT
5057, she is in fact not latino back to your trade,NOT
5058, pulling out all the stops with no holds barred is the battle tacticstrategy of the usual secularprogressive democrat or msm archetype before our countryconstitution is lost conservatives and republicans must say no more mrm's nice person,NOT
5059, brohe is cray mehn,NOT
5060, ask he know the truth hahaha have favoritism person so unfair,NOT
5061,a private life is a happy life ,NOT
5062, buckle up democrats and liberals the shit is about to hit the fan for you and the fbidoj ,OFF
5063, i still can't believe that you are  years old and yes your mom gave you some great genes,NOT
5064, did you even read this article no one is suggesting trump made this claim and there are several links to good deeds he is credited with   ,NOT
5065,must read ,NOT
5066,  this appointment has been commonly know for  months minimum but now when the left has nothing else to throw at him she suddenly speaks up  this individual is a antifa supporting liberal collage professor  continued,NOT
5067,overheard convo dad he’s talking about gov brown i’d like to shoot him he’s a terrible man small child but why that’d make you a criminal dad it’d be worth all liberals need to die small child wow that’s sad it’s naive to think these beliefs are dying off,NOT
5068, had some sort of mutual masturbation awards show this is me still not caring ,OFF
5069, how awesome takes pictures she is such an icon and legend what a pioneer for women enjoy it,NOT
5070,get busy ,NOT
5071, at least we have brains to fall out in the first place unlike conservatives who believe everything their handlers feed them,OFF
5072, radicalism who's behind antifa and other disruptive organizations causing havoc  your buddy george soros again if you have a specific accusation you should bring it all of your words are political rhetoric nothing clear here,NOT
5073, tbere aren't hardly any conservatives left in california perhaps the threats are just unintelligible robo calls by antifa comrades jacked up on starbucks and lucky charms,OFF
5074, jesus inherited the sinful genes from sinful mary it was in jesus blood to commit sin,NOT
5075, it was off the platform how is this ok,NOT
5076, conservatives vote now fed up with stupidity,OFF
5077,ltbecause you are my gt by gió ngày thu năm  x golden beryl because you are my  so i'll cherish every moment with you you are my past present and my future link  ,NOT
5078, congratulations on being in san antonio for one year i am glad you are working here,NOT
5079, you are awesome ,NOT
5080, same with the conservatives,NOT
5081, i didn't know oprah winfrey knew how to play tennis  ,NOT
5082, what exactly does he think he is going to do he should be careful about how he goes around issuing sly theats,NOT
5083, security are paid to protect you from trash and crazy people,OFF
5084, thank you for signing shelby’s poster last night she is still so excited we are so proud of our big win ,NOT
5085, hate to rain on the parade but this is most likely a  arkansas team they beat glad for mason as he is a great player but the team they beat would not be competitive in cusa,NOT
5086, to pivot away from china  form tpp trump pacific partnership  give business to other asian countries and form strong support network outside china  ban products from china that include stolen intellectual property  no sharing ip to do business in china ,NOT
5087, lol your going to jail,OFF
5088,replace chris collins with anyone but carl paladino  ,OFF
5089, who really cares about any of this wack ass beef,OFF
5090, we are actually thinking of making this event a gathering for local antifa members and the  make your voices heard against  ‍,NOT
5091, justice studies assistant program head dr glenn hanna recently took part in a series of interviews with cbc radio regarding gun control and what a potential ban on handguns and assault rifles could mean for canada listen to the interview here  ,NOT
5092, liberals and third worlders to thank for it,NOT
5093,how does this  is this our tax dollars at work ,OFF
5094, and the fact he called you a nigger after you respectfully told him your preference damn near proves that theory ‍,OFF
