,tweet
5886, i have he is desperate to see what i'm saying and report me shame as he usually says nothing another antifa pussy no doubt
5887, ikkk he is a fucking prince al mn al stories btain disney kida ahhooo
5888, odd stating opinions comes with an attack cunt and assumption of a streamer using boobs for attention it was verbal diarrhea from a person who ought to know better
5890, wownot even his supporters can do the math and see that he is not right for this country well his supporters cant do math either
5891, if he doesnt want to face the responsibility for his actions then he is in the wrong job that is without taking into account him being a bit shit 
5894, and sometimes these edgy bitch boys are not secretly soft good trope they are just straight up abusive this is a very thin line to walk and dramione doesn't walk it well
5896, way to go david i love it when someone can send the liberals into a tessyfiy in the morning keep up the fight 
5898, perhaps fbi etc should look into orrin hatch closet and investigate what he is hiding sex offenders always stick together
5904, will now use the as to bring back if she's not gone by 
5906, the mother never moved i think i would have at least moved a arm a leg i mean something she is a idiot why wasn’t she watching for car geeezzz and the other idiot in the car heshe is blind
5907, she is a zombie
5908, i think it is a safe bet that donald is clueless on everything because he is ignorant amp lies so much ivanka knows everything amp will flip on all of them to save her treasonous ass
5909, looks like conservatives made a back room deal with her as they are best known for always playing dirty divisive politics
5912, its amazing that these demorats are elected to any public office their total disregard of the us constitution and due process is abhorrent they hung this woman out to dry and the woman refuses to come foward and its the conservatives fault
5917, he too is afraid his backstabbing deeds will be discovered and made public undermining the entire farce of the obama administration
5922, medically treat the addict and the mentally ill gun shooter for the medical cause st then no need for a wall or further gun control
5923, lol you are so tight 
5927, what does it matter who i vote forit’s the left who pushes for gun control yet portrays black men in music vids as violent gun “users”stfu lmao sleeping fools
5933, cnn is trash and everyone that has a brain knows it
5936, please watch the story of welles crowther he is a hero you are simply an asshole be ashamed
5939, she is such a witch all she needs is a broom
5949, these conservatives are selfish and self serving this isn’t the “trudeau plan” the liberals are working with conservatives like mulroney and ambrose to solve this it’s not a partisan issue
5950, has become a far left liberal political machine ran by feminist hacks that hate all men and conservatives 
5953, and with right wingers its about white supremacy and neo naziism  right
5956, its like saying the brown shirts afe better than nazis because they pretended to be socialists
5960, wtf have i missed here my account was hacked and just got it back up and running somebody care to explain what’s going on here am i right in saying that the guy who has been playing live saying he is dash berlin aka jeff  so what’s happened 
5962, that’s just cause the director a fucking beast but let’s not act like christian bale ever fuck niggas up or had wavy fighting scenes
5964, would help them but he is in his own sunken place to the rescue  
5981, you are a hypocritical hack 
5986, disclaimer my views do not necessarily reflect the views of our potus amp all conservatives ladies charged by nature to guard vagina 
5987, liberals are so sensitive that they’ll believe the okay sign is racist 
5991, bitch i know u see the rainbow inna bio
5995, and people still buy their shit why
5997, if he’d just said “give me a lawyer asshole” they’d have given him dershowitz
6001,business is business i love this story 
6004, things had become easy for liberals during the obama administration liberals are screaming damn truth i mean trump
6007, liberals are claustrophobic 
6015, it's difficult to talk to liberals like you with a serious mental disorder read the book by michael savage liberalism is a mental disorder check it out on amazon
6017, holder is a complete corrupt scum bag i remember when he announced his is part of the resistance which means he want to resist the people who voted for trump can u imagine the people he would have hunted down and prosecuted if this happened to bone head obama
6018, anarchists are left wing extremists they stand with antifa
6019, you are hilarious you keep defending that woman i have watched her for over  years and she is a liar and a hypocrite and an obstructionist i like my crumbs she needs people like you to support her though
6021, ur fucken fake i’m a fucken prize
6024, we bout to start stepping out lol i ain’t doing another winter with no boo bro shit cold  literally
6029, if kerry clown is actually doing it and admits he is and it's a crime throw his ass in jail he should be arrestedright 
6030, democrats are sick back off amp let our president trump continue to help all americans
6034, what do u expect from vile violent lying disgusting liberals
6035, what a crap she istotal publicity seeker since when tearing apart the bhagwad gita is symbol of changing india and why bhagwad gita if u have guts show here tearing apart kuran and bible too 
6036, you are indeed an ewu so i won't trade words with you anumanu
6039, you niggas spend on us and we get used to it i hate to admit it but half the things my boyfriend does for me i can’t do for myself 
6041, but the orange preferred to send the hospital boat away and now she is standing empty it could have saved many people fuck
6043, worst takes evera blatantly racist cartoon and your attempt at a defense
6047, politicians talk about racism islamophobia homophobia rape drug abuse etc etc do you not understand how fucking sick it is to ask jess if she's discussed with her children that complete strangers hate mummy i hope for your own sake that you are unwell
6051,after all the shit dez was talking about jerry and the cowboys he is a fucking clown ass dude if he go back
6056, what do you expect from a man that claims he is the christ vicariously he's a liar and the leader of liar's serving his father the author of all lies
6060, not the point although it is a convenient excuse for conservatives to assume if ones against trump then tbey ate for for clinton which is just asinine 
6062, resign you’re an idiot ‍ 
6064, already pacing you side by side sir i think she woke up after the election thinking she could now retire only to be the second biggest loser she is holding off for hope in the midterms and will quit once that one vaporizes like a fart in a hurricane
6066, weak argument considering gop congressmen were shot at a baseball practice people wearing maga hats are routinely attacked antifa mobs commit violent acts wearing masks etc
6071, you know we will bitch stop talking like that we gotta paper to get nigga 
6075, is she's pushing and and are buying it she was born in brooklyn to parent's whom are and proves that leopard can't change it's spots 
6077, your bizarre spin attempts fail because no one trusts one sided zealots anymore the spell is broken we the people do not need people like you and your sick idea cater to the loony left like your modern brown shirts antifa leave normal people alone
6078, holder should be removed with a set of tongs and some disinfectant
6079, touchébut wait till he flashes the white supremacistsign letting his sound crew know he can hear himself in his ear piece heads will roll‍‍
6087, looks like he is urinating in the water
6089, boy go donate to trumphe's looking for more gop suckers like you to cover up his porn starsshhh don't let his wife know either
6091, liberal dictionary illegal immigrants dreamers trump supporters deplorable ms killers human beings human beings in the womb not human beings antifa protestors law abiding nra members terrorists bill clinton feminist brett kavanaugh predator
6094, trump call them very find people so lets talk about groups like antifa and black life matter people that has form to fight hate groups y’all would like to apply some type of moral equivalency to hate groups and them just like ice was form to stop illegal immigrants we luv them
6098, maybe because you’ve provided a play form for hate groups with no criticism or criticismlite while bashing antifa with zero analysis
6099, because they have a corrupt liberal government that steals from the people liberals at work
6100, internet sucks sometime
6102, yeah but xenoblade sucks
6109, did you attend governor abbott’s meetings on solving gun problems in school i guess not i did there were excellent discussions on using guns to protect amp defend what’s your point you stand for gun control amp  of real texans will not have their guns taken away
6111, you lied you don’t know about the mulford act 
6112, am i an ass or is it kinda weird char wore a shirt to wrestle the lesbian i’m jokingbut not really
6115, cuz liberals are sick of cnn
6119,screams  own ass im not gay you are 
6129, over  years worth of background checks under different presidents and this one slipped through 
6141, hope they're brushed up on their very large negative numbers
6144,after the twitter purge was over and black nba twitter changed their accounts back from maga white folk 
6145, he should bash trump and that will change liberals hate trump more than pedophiles
6150, he doesn’t know if he should slam manifort or suck up to him he doesn’t know if he should worry about junior and kushner or not he is mad as hell but knows that he can’t just fire mueller so he is busy puking in the bathroom now that he understands that asset seizure is a thing
6152, it’s quite apparent she abhorres the constitution stupid woman she thinks she is so much better than anyone else
6153, do you likelove louis farrakhan because he is a racist or an anti semite which one
6155, ever supporting strict gun control 
6157, feel free to use it because unlike your ilk we do not scream or use dramatic phrases like you are denying my right to exist wahh women like us can take your silliness without crying knock yourself out 
6160, he needs to be placed naked in the stocks in stockholm while the swedish people sik heil his backside
6162, you don’t get it it all women don’t like to come forward because of men like you when they finally do come forward men like you either slut shame them or call them liars men like you are shy a lot of victims remain silent
6167, shit i'm sad 
6168, destroy america is more the  chant from all democrats including hillary
6172, you are as nasty as he is
6173, why are you liberals who are so quick to scream i'm a victim so clueless as to how our legal system works amp which law depts investigate which crimes assault crimes are not what the fbi investigates period your ignorance on this matter is glaring amp you should be embarassed
6177, hire american you pieces of trash please and stop banning conservatives on your platforms please
6179, how many gun control measures did republicans shoot down in the house or senate during obama’s terms hint it’s in the triple digits bordering states with weak gun laws wi amp in make it easy for gangs to get guns into illinois
6180, the hollywood elites make fun of republicans conservatives christians jesus amp excrackheads that's very funny considering they consist of democrats liberals atheists satanists and current crackheads and don't forget the adulterers pedophiles and abusers of woman
6187, you missed seeing pruitt chewing butt all the way to the end he's all business i love it
6188, so if paul golding turned up for a job at the bbc you'd let him work for them
6192, my friend is involved in the gun control movementhad the same discussion with her she really believes semi automatic guns aka “ assault rifles” spray bullets with one trigger pull total ignorance
6195, he’s a flake 
6199, i wonder which one is the democrat and which is the republican the dude is now totally for gun control 
6200, i am fucking so fucking happy
6205, holy shit no way
6206, he is still eating and talking about psy on carter v trust me
6207, did you just say he he has a female name he is actually a she actually get your facts right before making a stupid statement everyone knows the game gets stale after a few months and the new dlc makes it interesting again
6208, dude what the fuck is wrong with you i sent you a direct tweet to show you how you retweet your own shit then i let it go now you want to double down just go back to whoviille
6211, really can you show me the studies from countries that have common sense gun control to support your statement thx
6220, for the love of all things sacred he cannot be voted in he is well down towrds the bottom of that scummy swamp the scales of justice need to let him drown in his own shit make  the year of holding each other accountable for our responsibilities 
6221, what the actual fuck i hate that i've seen that with my eyes
6224, lolololololololo are u kidding me the antifa shows up at all protest to stop freedom of speech open your eyes where did the antifa come from democrats the snake party
6226, good grief that's a relief now get rid of antifa
6228, no way way too much talent on the goonies i’d like to see yall vs them tho real shit my gz
6229, he wants his  min of fame
6234, it sure it here those other photos of her were from decades ago she is a complete liberal antifa she can not be trusted i don't believe her not a whit
6236, a democrat tried to stab a republican congressmana democrat shot congressman scalise and tried to kill everybody around himdemocrats are beating up republicans and denying them the right to speakwe know who the democrats are and they are not americans
6240, omg that’s fucking crazy
6243, as if conservatives didn't hate sesame st enough
6244, so glad you are an american americans don’t hateliberals are the true party of hate
6246, these niggas getting put on list and straight ass only niggas i seen good was yoshi patchmade jay and a few more rest are ass 
6248, oh boy just wait you are in for a surprise can't believe anyone to be that ignorant lmao
6253,  is it  chicago lawmakers instituted strict because of high preexisting crime rate  crime rate is high because strict gun control prevents law abiding citizens to be armed  so only scofflaws have guns  no causality at all statistics are 
6254, he’s a nut job and to republicans thinking he will support your “let kids be murdered in school” policy he says emma gonzalez is his idol who is a gun control advocate so don’t be fooled unless you want liberal policies personally i do but what the hell
6265, yeah fuck pogba
6267, you are such a fraud amp doing the fight against antisemitism an extreme disservice
6269, bigotry
6272, if i die from him again i might say fuck him and his armor and leave it there in his crypt and never go back lol
6275, not supporting trump is the lowest low bar i’m glad someone doesn’t support trump it doesn’t make them an ally there are plenty of conservatives who hate trump who aren’t also pure trash
6277, who are you to judge a man is your name jesus why fuss about the words he chose how many did your messiah bring home stop being a troll and wake up 
6283, who fucking cares he was in his home some armed cop invaded his home and killed him she is guilty end of story
6284, suck my dick
6288, lol it’s funny how you assumed i only have those qualifications typical black tweep when they are losing a debate they assume the other party is lower than them “that’s why you are broke” “stay there with your debt” yet they’ve never met the person 
6289, conservatives never believe women it’s amazing you assume lying every single time remembering the exact date of a highschool drinking party is a rather silly thing to expect quick  what was the exact date of the one you got drunkest at and name everyone there
6290, literally sam is quitting smoking mid competition and obviously having some mood swings from it she is a fantastic human being and you’re portraying her as shit and portraying jc as a cute little dude when he groped tyler in his sleep shame
6293,  you want publicity try doing a video apologizing to your fans for kissing trump’s a while burning that maga hat puhlease you were just apologizing to drake amp posting video of your daughter singing the kiki song so stop it nobody’s buying this album either 
6295, chuck is a “ duck ”
6297, he is that stupid
6298, who does he think he is the dumb donald
6304, should be thanking her lucky stars that she has never been sexually assaulted or raped when she was a  year old girl she could hardly deal with a little harassment from antifa 
6306, agreed i have better ideas abc—let antifa beat her to death at a protrump free speech rally 
6309, that's fucking gross
6315, reason is he is in a small market on a mediocre team
6316, concert goers massacred in fort worth with mm ruger p the nra calls gun control research 'unethical'
6319, factory workers gunned down in iowa city with gauge winchester pumpaction shotgun the nra blames gun control laws
6322, seems to be intentionally misleading his viewers suggesting paedophiles among whites are the same percentage as and that we are only angry at one no mr ferrari  i think not 
6329, what is my fucking problem really —jason denys a couple of times he does not want to behave like an idiot  not again  but he's worried about her where is dick or bruce are not they with you in this
6330, low life bitches
6339, i already knew that  lmao so stay with us deplorable bigots we’re getting ready to fight for our country 
6340, then you are a fool too
6341, liar set up by far left liberals are so predictable americans are into these empty stupid tactics no one believes you it’s a politically induced maneuver to attempt to delay the installation of a judge until after midterms it won’t work no go write your book
6349, yoo our dogs should totally fuck
6361, you suck so fucking hard that i genuinely want to drop out of school and quit doing art and spend every day of my life destroying another epson printer with a lead pipe i hate you so much
6365, and  on reflection  i is a sycophantic twat but that does not mean he is wrong
6366, followed amp retweeted all these awesome maga patriots we must get fired up amp get all our people out to vote in november or we will all be in for so much lawlessness the dems are planning on bringing impeachment proceedings even though there are no impeachable offenses committed
6368, here is your boy smoking marijuana and hanging out with a pornstar and escort girl and paying the people that keep her a slave to be his slave he is insane 
6372, you mean like all the liberals screaming at a sc nomination hearing that kind of clown show so tell me since when do accusers get to make demands this isn't a university misandry board of injustice
6376, boy is that professor stupid or else has a mental illness he obviously should not be teaching anyone
6379, i want to fight one of you for real you are taking the piss 
6380, she is disgusting
6384, he is too bitchy and you i ask a question and you dont respond why would this be  way street
6386, she’s my bitch
6389, bono is utterly stupid ridiculous wealthy tax avoiding hypocrite fascist i can’t listen to u again
6394, the war on conservatives antifa
6397, maybe antifa asshats those who physically assault others for their political beliefs democrats are no saints and neither are you
6398, worst place i've experienced that is the fucking movies
6403, omg another bigot showing he is basically gutless  sounds much like donald 
6404, liberals want to control ppl from cradle to coffin they'd b happy if ppl avoided all physicalsocial contact w each other they are making us so suspicious of each other divide and conquer is their hidden agenda
6409, blame trump u bunch of idiots blame the corruption over in pr
6410, of course he is offended he is ill due to liberalism
6411, you are out of your fucking mind  no socialism is good  no such thing as “democratic socialism” you fool
6426, see his profile thinks he is hardcore boi 
6428, antifa means antifascist i'm not sure there is an antifa organization but there are millions who are antifascist why are you not one of them
6434, most disliked oc amai vs most liked oc kira amai is pretty much a freaking bad daughter she killed her mum and little brother just to run off with some man kira is a pretty sweet gal who loves her father very much and just loves to be loved she is also a determined gal
6435, you're either a bot or for some reason you're associated gavin mcinnes with the altright time to find some better news sources bro the altright hasn't been relevant since cville your journalists covering or just focusing on a few harmless conservatives
6438, can’t we send this pig back to canada he’s an animal
6441, you never were a slave spartacus was a slave and a heroic figure you are neither
6442, we had leveon bell thats the dumbest argument but we can compare college for when he played his best season was  yds  tds how about collins and this is conners first year starting and he is starting much better than collins
6443, those fucking calves man 
6445, religious persecution is bad when it's your religion being persecuted 
6446, honestly the fact he hasn't any legislative power coupled with the fact he is a skilled diplomat sways the balance for me besides the varadkar government pushes that kinda shit anyway president or not
6447, he was fucking murdered and all you can talk about is marijuana
6459, trudeau and the metoo movement hahaha he is on the wrong side there funny how questions never went anywhere with trudeau
6461, there's zero evidence of any gaff and it's not their jobs to do any such thing this is just more hijinx and chicanery from two buffoons that have no platforms or morals 
6462, thank you  yes he is so sick 
6464, he closes his eyes so she won’t notice how groggy he is
6465, is staffed with unhinged liberals amp this is a disgusting statement 
6466, by any chance did you sexually assault girls in high school that would explain why you are so eager to overlook the possibility such a horrid crime amp insist on a doublestandard which benefits you amp the altright amp back up your justifications wi obvious lies i bet i'm right
6469, hope he is enjoying himself while he can
6472, yeah my exact thoughts here real uphill climb tho to get people to stop saying dumb shit on the internet
6473, he is seething you can see it in his eyes and hear it in his voice obama was a failed president in every sense of the word 
6479, antifa thugs remind me of orcs if they are stupid enough to try and take someones firearm i wouldn't be surprised if its an orc who is thrown in a dumpster
6480, the fascists are antiamerican communist scum like yourself now go fuck yourself you piece of human garbage usa antifa are terrorists
6481, she will be remembered as the witch that used her genitalia to make a false claim against a good man bc she is a diehard democrat that hates republicans so much she is willing to ruin a good mans name all in the name of power democrats are crying wolf way too many
6482, brennan is a disgracewithout a clearance 
6483, is that the only attorney general in our history to be held in contempt
6484,antifa is a domestic terrorist organization that leeches off of george soros's money they are a domestic terrorist organization that uses intimidation amp violence to spread their ideology
6486, no one attacked kavanope we are allowed to question liars he is secretive and he lied under oath what more do you need
6488, rubio sat through a hour town hall in february answering questions from the public about gun control from people whose friends and children had just been murdered that takes more courage than grandstanding and lying in a stupid hearing
6489, we all know it’s not even close to bribery she’s using that term to defend her disgusting and disgraceful decision to vote with her party over the american people i have to wonder how much she is getting paid for the yes vote
6491, another democrat scam republicans don't fund terrorist groups like antifa to threaten people but go ahead make it look real
6495, this is a premeditated attack by democratic liberals and she is being rehearsed enough of the scam show vote kavanaugh to sc
6500, evidently she's as big a narcissist as he is
6501, great and i’m certainly anti fascist but the group antifa is the most fascist and violent groups in america in case you hadn’t noticed and associated with the largest hate group in america the democratic party
6506, watched the press conf with trump and heard him say how much we will make when poland pays us to put in a military base he is a dottering demented fool who really believes that his goal is for america to make money you hear it in all he says this isn’t a hotel
6510, she is a fucking mess i hate her so much
6512, eric holder is a filthy maggot 
6513, yeah and guess what helped dc become not the murder capital of the world gun control it works
6515,probably indoctrinating 
6516,shame on and all the rest of the left wing media that are not doing their jobs and purposely looking the other way this is the best example yet of their bias from the bias and corruption of the left 
6525, what a waste of one’s short life‍
6527, i am definitely for antifa members getting themselves killed
6528, it says everything when your principles hang on the fraudulent word of a porn performer what integrity have you got left
6529, biglylolbigly he didnt wonhe was elected by the people of the united states aholewhat he'll are you referring to antifa fools that get their asses kickedvagina hatslol pathetic ass
6530, i am talking about your comment that nick was a fascist brittany means nothing to me so like i said are you antifa
6531, the facts of the matter are very plain amp basic this has never happened before in recorded history or on other similarly hit islands in the area the fact it happened on donald trump's watch is unsurprising he did not support them he is an abject failure and should be dismissed
6533, no kim you are a failure and your whole life has been
6538, bad people don’t obey the law there are many more guns in circulation in north america than there are people gun control is liberal mind masturbation
6539, true point gun control is total bullshit
6542, ooooo damn looks like a rainbow all pretty and shit
6544, just like gun control will not keep guns from the hands of criminals
6546, why is she under the white hot spotlightshe is the victim of this trump like abusive animal 
6552, maga mushrooms are growing again
6555, you are whoring yourself out for nra 
6557, absolutely nfw
6558, you nailed that ass
6562,the only reason they call them common sense is because they don't know what they want and are just hopping on the bandwagon 
6567,a bitch just be minding her business 
6569, another fraud senator from the left
6570, when the abuser projects look in the mirror mark  you are crazy amp angry
6571, so the ar is a fully semiautomatic assault rifle gun control works and donald trump is racist
6572, a dying sport
6573, god forbid construction workers would be able to earn a decent wage liberals want the working class poor and quiet
6574, yet this kids in chicago killing each other daily cause u doing so much good in your home state with gun control right
6575, i am a survivor of sexual abuse this woman is obviously lying believe me you remember every detail it's so obvious these woman only come forward to hurt conservatives but who they truly are hurting is innocent men and women who really have been abused she should be ashamed
6584, do not cancel the vote on kavanaugh do not fall prey to the lying filthy liberals tell flake to shut up america is sick of this bs from the left
6585, the democrats do not care they are out to destroy does not matter just so they are republicans amp conservatives ⁉
6586, a band of liars eric has a big l on his forehead he is so disgusting who votes for these people or don't they really it has to be rigged
6588, better call cruz is as slimy a piece of the perverted former gop and a prime example of why those used to be decent republican conservatives need to vote for beto
6589, joe scarborough still hasn't answered for the young woman that was found dead on his office he is s lying chickenshit
6594, you are a bad ass keep fighting for us 
6595, check this ad out super creepy people are pointing out a disturbing problem with this republican election ad 
6597, bitch i know my body is ready 
6600, even kavanaugh said roe v wade is a settled law she is spewing a narrative that does not exist trump also said the same
6603, and we pro americans are embarrassed and sick of you anti america liberals there are plenty of countries with the lefts ideology already in place move there
6610, why plenty of people have taken a stance in favor of common sense gun control and it doesn't mean jack shit since they don't have a plan for common sense gun control would it really help to have the asb and asa also spouting empty buzzwords
6611, yup fooled antifa threw big ol' fire pit rocks at mah truck called the cops said them commies dunnit neat lawyer trick huh 
6613, yes as fuck
6618, my face was so close to the concrete bitch i couldve probably stuck my tongue out and lick it
6622, bizarre story and more to it once she is charged formally glad she is off the streets and certainly concerned if there are more clueless cops like her out there “protecting” us
6627, elon sometimes opens his mouth only to replace one foot with the other
6632, and why do all the issues about pc only focus on liberals what about conservatives on kneeling on fake patriotism or republicans freaking out over an abortion
6635, if obama's lips are moving then he is lying
6647, we are calling you an operative  or shill and more important a bigot for refusing to apologize for your actions to a woman just because she is not a scientologist you won’t even acknowledge what you did or defend or explain it despite how many times it has been asked already
6649, to work our asses off for  
6650, murda fucker
6651, yeahhhhh i will admit to being a destiny  cayde liker but god they just made him suck in 
6652, they lie about firearms they call the ar a fully semiautomatic assault rifle they push gun control they say donald trump is racist and hates mexicans they say he colluded with russia so yes they lie
6654, and then wana talk shit when you play something they don’t know but the song be fire and end up blowing up then later becomes they song ‍
6658, your trash but she would have been a great coach if you wouldn't listen to zodiac but you are sagittarius you hate to be told what you can or cannot do like the coach from michigan wolverines hshshahhsjjjsjsjs you keep praying now you hear
6659, what i say about being a little pussy and saying shit behind people's back
6661, you are a sick person
6666, a horrendous act of course conservatives lie like they breath and are just generally awful human beings i don’t doubt the victims story even a tiny bit
6669, gun control has everything to do with punishing conservatives
6671, okay that's enough with the a and c shit they dont care and neither should we
6676, yeah no batman made him eat a rat and be was mostly like yo fuck this guy hes not cool hes a lunatic until dick also wants to get violent
6679, i dont think at your job is the place to protest perceived police violence or whatever you are protesting if you really cared go to your local pd and protest there taking a knee at a ballgame on your job doesnt take guts and only makes you look ignorant
6682, hopefully she beats the shit out of the chair ump in australia to really show them
6696, i'll bow out of this one i was gonna reply but no matter how i worded it it sounded liketake the camera and shove it up your ass lol
6697, behind bars with a orange jumpsuit for all her crimes dating back to arkansasalong with billy globalist deplorableshe is karma is a bitc and it needs to call on killary this year for sure time to pay your dues hillary rodham clintonlucerferian
6699, i don’t trust kanye right now i might not like that shit
6700,shits about to hit the fan 
6705, i lost my shit and everyone in class is judging me lmao
6706, and don’t forget  he has been stubbornly clinging to that that tax it also distorts all of international trade deals just makes life less affordable for the average working family only the liberals
6708, yeah andwhat’s the point of this article trying to demonize him for meeting with lawyers he has a right to defend his character he also has the right to file a defamation of character case against this woman and sen feinstein democratsliberals are pathetic 
6714, good job sarcasm also great they have gun control laws it’s saving lives more sarcasm
6718, i want you to know that i have zero respect for you amp your antifa style attack on kavanaugh you thought you were going to drop a bomb with your face covered amp blow up a good man's life you have been exposed for the political hack that you are shame on you
6720, scaramucci cashing in on the donald taking those blue collar folks for every last penny lmao at the folks suckers
6722, this smells like another funding of george soros follow the money trail that woman most likely never knew judge kavanaugh liberals are running scared because the judge has conservative christians values the man has an impeccable portfolio finestine’s a dirty politician
6723, lokk at july  when i said gordon would be cut for drugs and you called me a dipshit
6726, fallon is a woosy
6728, we’re so far beyond tax returns this crap affects all americans and liberals are too stupid to wake up and understand what’s really going on step aside the adults are here to do it
6730, the unhinged republican party i have a question why do you want the wall and not gun control in america when a illegal immigrant does something the unhinged republican party talk about the wall but when a school shooting happens the unhinged republican party is mute
6732, beto is a joke
6733, everyone knows brown is crazy
6735,  look st this bullshit
6745, how because they’ve been brainwashed by obama and the media and they’re full of hate for conservatives
6748, what happened to your kids  how are they still alive you are a backstabber and a fraud
6756, fuck this  he acted like the father of the girl killed at parkland was a bug instead of telling us how much he loves these girls he should tell them the truth that he really doesnt give a shit if they are killed by a crazy white guy with an ar 
6757, he’s obviously a bitch
6761, you are so correct the democratic party for slavery and pronazi gun control
6766, looks like he is in the middle of shitting his pants must have ate one booger too many
6771, as clear as the mud ukgov are dumping off swansea corbyn offers no solutions amp no answers  being noncommittal on everything amp hoping 'not being the conservatives' will get him elected westminster politics amp government have degenerated so much its no longer fit for purpose
6774, don't understand your logic anyways this is going nowhere this to me is not acceptable maybe you are ok with it 
6776, i know so upsetting 
6778, you still have not addressed your solution to make schools saferyou just preach more gun controlwhat are your solutions
6779, investigation reveals it is highly probable it is an isis attack worst case scenario a joint isisantifa attack
6781, how about yours chaplain liberals are fools
6782, and again you are proving your a dog
6787, just read that flaming pile of garbage you wrote and the national review calls an article why are liberals losing their minds when the president is being investigated for collusion with a foreign government why is he nominating anyone for a supreme court appt
6794, they are both governmental issues this lady is mad that the government uses a portion of taxes to support planned parenthood which offers abortions i said if she is really pro life then stop supporting the taxes that help israel kill palestinians kills school children
6800, disgusting of the dallas pd to try and find any reason to try and drag this man through the mud just say they can save one of their own when she is  in the wrong
6801, oh please every network is reporting this this is bullshit obviously but stop pretending it's just fox your political bigotry is showing
6807, those idiots are fringe right they are hated by most conservatives
6810, bitch what do you mean get it by pristin no
6816, it's amusing and sickening to watch these scientists twist themselves into knots to justify their gun control agenda is dishonest through and through
6821, most epic moment in  sentences graaawrl wyvern for breakfast guys you are so dumb the healer has to babysit you and fire this shit try of a dragon because of your foolishness also we need to bury the half body of our tank and try to get out his other half from its stomach 
6822, liberals are trying to destroy all conservative men time to criminally charge and jail these liars that try to destroy a man
6824, henry is so fucking great and was def my inspo and i love him and his death is a problem
6825,judicial watch sues for records of fbi  interviews with demoted justice department official bruce ohr  
6826, he is a lying stack of shit too
6828, i can’t cuz that nigga retarded smh
6829, i'd point out he is an australian and we don't have free speech like in the us and we do have hate speech laws which people have been convicted under this is skirts it enough to hint and point out but room to deny
6832, amazing that the dems are always the ones who hear the whistle
6836, can go straight the crapper i’ll never support another team again
6841, and trump fans are bullies antifa  steve scalise  resists movement  you need to get off cnn and msnbc
6845, documents must be getting close to this crook
6846, he should be removed with the rest of the islamic invaders
6850, you are a bitter hateful woman who is ruining herself 
6867, illinois strict ass gun control let's only the thugs and gang bangers have the guns which means a lot more violence
6868, right total ocd right there lol yeahtotally gonna floss that sucker off
6872, another falsehood i don’t think anyone wants to abolish the nd amendment a growing majority want sensible gun control in the form of better background checks and the banning of assault rifles trump will say and do anything to rile his base more snake oil
6877, that's it throw race into it again did you forget what happened to all the white women who accused bill clinton of sexual allegations the liberal democrats rallied around him liberals are the most disgusting disgraceful human beings that god created
6881,kanye been cancel the moment he said slavery a choice and rock a maga hat 
6882, you are sick in the head this man lost his daughter
6885, fuck if i fry with no money imagine if there was
6888, playing dirty is the only way liberals can win at this point they are shameless
6889, i cant believe he didnt work in comet pizza now that alex jones is muted these conservatives are so lost
6891, one thing is for surewe know she didn’t write the oped as she is dumber than a bucket of rocks
6895, frenkenstien needs to pay every dime backshe has stolen from the american people she is a disgrace to the senate and the people
6900, on a scale from  to  how much did you laugh to there is no excuse besides that he is just plain shit 
6902, the fact that newsweek no longer tries to give both sides of the story but instead only gives the side of far left liberals and their gods in the take a look at newsweek’s circulation they don’t even have enough readers to put out a print edition anymore
6903, i let it go when you said we can take away their ammo when talking about gun control i said maybe she just blurted that out didn't mean it but you are proving to be a leftist that's fine i can still like you but i don't trust you anymore
6910, he's a liar
6912, hollywood and media make jokes about jesus and christians and think that's hilarious but turn every innocent joke conservatives tell in to an outrage typical of reprobates
6914, legit just lol'd shit is funny asf
6921, fuck yeah
6924, he's probably referring to the fact that we started with henderson who's is apparently shit and sturridge who was apparently finished years ago i mean like how could we possibly win with those two on the field 
6925, you are lying again the public doesn't trust you anymore
6926, either she is misinformed or has no shame i’m going with she has no shame
6927, another overdose nigga
6930, as libertarian all this shows me is how ugly and divisive the two party system is liberals are actually a lot uglier all straight men need to leave the democratic party a party of men hatred leave
6931, great book by leo zagami pope francis the last pope details the breathtaking corruption and evil forces that have been controlling the vatican for decades
6932, i hate him im so fucking sorry
6933, i can just hear the trumpsters now crowing that we liberals loved jane fonda and supported draft dodgers i grew up in those times i was against the war but knew fonda had gone too far and was wrong i supported those who burned their draft cards and those who served
6934, myyy nigga 
6936, lindsey sean hannity talks to an echo chamber simply to hear himself he is not a journalist but a news pundit with his own weird conspiratorial agenda supported by well crafted partial facts aimed at a very narrow audience he really is a laughable fool for trump
6941, because what every lie you are telling if it happened when you were children the guy is a man and i clearly don't believe shit like that happened its just another stall tactic by the liberals
6942, me thinks you're full of shit
6944, and you need to find this lady do your thing she is a terrorist waiting to strike 
6946, now its open to everyone who really is intolerant shame on these psuedo liberals
6949, if this yutz was any dumber she'd have to be watered twice a week
6951, is filled with and 's you have the nerve to mock and  see you lowlifes on the unemployment line 
6958, something don’t seem right about this all year long massive shootings and talk about gun control makes me think the government is behind this crap 
6961, he is bafoonicus 
6963, never going to happen not in a million years not unless soros hires a bunch of antifa punks to pretend to be vets
6964, jose ramirez because he is doing it all stealing hitting for average hitting homer's doubles and playing good defense and definitely blake snell for cy young just look at his numbers hes like the jacob degrom of the al
